1,reno,375000,50.2,reno,48.8,485.851
1,pcc,375000,12.4,reno,86.7,272.446
1,balia,375000,50.0,reno,49.0,487.522
1,bbr,375000,4.03,reno,93.7,256.41
1,lia,375000,50.3,reno,48.8,484.387
1,olia,375000,49.0,reno,50.0,485.434
1,wvegas,375000,3.11,reno,93.6,254.793
1,pcc_loss,375000,11.0,reno,88.3,267.958
1,reno,400000,50.3,reno,48.8,485.332
1,pcc,400000,13.6,reno,85.6,276.888
1,balia,400000,48.8,reno,50.3,484.821
1,bbr,400000,3.00,reno,94.6,251.792
1,lia,400000,49.9,reno,49.1,485.158
1,olia,400000,50.1,reno,49.0,485.671
1,wvegas,400000,3.44,reno,93.3,241.948
1,pcc_loss,400000,11.0,reno,88.2,268.511
1,reno,550000,50.3,reno,48.8,485.181
1,pcc,550000,8.04,reno,91.1,260.308
1,balia,550000,49.8,reno,49.2,486.34
1,bbr,550000,4.28,reno,93.4,256.161
1,lia,550000,50.2,reno,48.8,486.244
1,olia,550000,50.0,reno,49.0,485.503
1,wvegas,550000,3.44,reno,93.3,255.163
1,pcc_loss,550000,7.95,reno,91.2,259.658
1,reno,700000,50.4,reno,48.6,484.176
1,pcc,700000,8.73,reno,90.5,261.581
1,balia,700000,50.0,reno,49.0,484.951
1,bbr,700000,3.03,reno,94.6,253.887
1,lia,700000,48.9,reno,50.1,485.354
1,olia,700000,49.3,reno,49.6,489.163
1,wvegas,700000,3.44,reno,93.3,255.555
1,pcc_loss,700000,13.8,reno,85.4,275.967
1,reno,850000,50.0,reno,49.0,487.438
1,pcc,850000,6.88,reno,92.3,257.913
1,balia,850000,48.9,reno,50.2,485.781
1,bbr,850000,3.81,reno,93.8,255.432
1,lia,850000,49.3,reno,49.8,486.139
1,olia,850000,50.5,reno,48.6,485.631
1,wvegas,850000,1.50,reno,94.9,250.088
1,pcc_loss,850000,11.2,reno,88.1,268.542
1,reno,1000000,49.1,reno,49.9,488.656
1,pcc,1000000,8.90,reno,90.2,263.245
1,balia,1000000,49.3,reno,49.7,491.674
1,bbr,1000000,4.28,reno,93.3,255.224
1,lia,1000000,49.9,reno,49.1,484.192
1,olia,1000000,50.4,reno,48.6,485.831
1,wvegas,1000000,3.44,reno,93.4,255.16
1,pcc_loss,1000000,12.1,reno,87.1,270.642
2,reno,375000,48.7,reno,50.3,485.086
2,pcc,375000,6.57,reno,92.5,256.03
2,balia,375000,50.2,reno,48.8,444.966
2,bbr,375000,2.63,reno,95.0,254.162
2,lia,375000,49.0,reno,50.0,488.601
2,olia,375000,50.2,reno,48.8,485.915
2,wvegas,375000,3.29,reno,93.5,254.835
2,pcc_loss,375000,5.07,reno,93.9,252.57
2,reno,400000,49.2,reno,49.8,491.642
2,pcc,400000,7.45,reno,91.8,257.199
2,balia,400000,50.0,reno,49.0,489.455
2,bbr,400000,3.45,reno,94.2,253.999
2,lia,400000,48.9,reno,50.2,483.419
2,olia,400000,48.7,reno,50.4,485.231
2,wvegas,400000,3.49,reno,93.2,253.93
2,pcc_loss,400000,10.9,reno,88.3,268.75
2,reno,550000,48.9,reno,50.1,485.604
2,pcc,550000,16.6,reno,82.6,291.198
2,balia,550000,49.0,reno,50.0,485.819
2,bbr,550000,4.08,reno,93.6,256.209
2,lia,550000,50.1,reno,49.0,485.005
2,olia,550000,50.1,reno,48.9,485.071
2,wvegas,550000,3.44,reno,93.3,255.135
2,pcc_loss,550000,7.08,reno,92.1,257.658
2,reno,700000,48.8,reno,50.3,485.85
2,pcc,700000,6.87,reno,92.3,256.787
2,balia,700000,49.2,reno,49.8,486.022
2,bbr,700000,2.97,reno,94.6,252.187
2,lia,700000,49.3,reno,49.6,489.666
2,olia,700000,50.3,reno,48.7,485.364
2,wvegas,700000,3.24,reno,93.5,254.952
2,pcc_loss,700000,7.75,reno,91.5,259.4
2,reno,850000,49.7,reno,49.2,490.59
2,pcc,850000,4.97,reno,94.1,252.552
2,balia,850000,50.6,reno,48.5,485.047
2,bbr,850000,3.70,reno,93.9,255.208
2,lia,850000,50.0,reno,49.0,447.884
2,olia,850000,49.3,reno,49.7,492.226
2,wvegas,850000,1.50,reno,95.0,250.755
2,pcc_loss,850000,13.0,reno,86.2,273.705
2,reno,1000000,49.0,reno,50.0,489.74
2,pcc,1000000,9.54,reno,89.5,262.411
2,balia,1000000,49.6,reno,49.4,488.516
2,bbr,1000000,2.63,reno,95.0,253.603
2,lia,1000000,50.2,reno,48.8,485.193
2,olia,1000000,50.3,reno,48.7,484.911
2,wvegas,1000000,3.24,reno,93.6,255.024
2,pcc_loss,1000000,9.09,reno,90.1,264.155
3,reno,375000,49.9,reno,49.1,490.496
3,pcc,375000,5.78,reno,93.2,253.899
3,balia,375000,50.2,reno,48.9,485.578
3,bbr,375000,2.63,reno,95.0,253.802
3,lia,375000,50.4,reno,48.5,483.026
3,olia,375000,50.1,reno,49.0,484.463
3,wvegas,375000,1.44,reno,95.0,251.115
3,pcc_loss,375000,10.4,reno,88.9,265.671
3,reno,400000,49.3,reno,49.7,489.992
3,pcc,400000,8.22,reno,91.0,262.034
3,balia,400000,48.8,reno,50.2,484.604
3,bbr,400000,3.73,reno,94.0,255.494
3,lia,400000,50.0,reno,49.0,489.337
3,olia,400000,50.3,reno,48.8,484.735
3,wvegas,400000,3.44,reno,93.3,255.007
3,pcc_loss,400000,10.7,reno,88.5,267.744
3,reno,550000,50.2,reno,48.9,484.325
3,pcc,550000,11.1,reno,88.2,269.499
3,balia,550000,50.2,reno,48.7,485.579
3,bbr,550000,3.40,reno,94.2,256.014
3,lia,550000,49.5,reno,49.5,487.601
3,olia,550000,49.3,reno,49.6,487.176
3,wvegas,550000,3.44,reno,93.4,255.215
3,pcc_loss,550000,7.39,reno,91.8,258.698
3,reno,700000,50.1,reno,48.9,488.153
3,pcc,700000,6.21,reno,92.8,254.066
3,balia,700000,50.3,reno,48.8,485.243
3,bbr,700000,3.72,reno,94.0,255.618
3,lia,700000,49.0,reno,50.0,487.575
3,olia,700000,48.8,reno,50.2,484.67
3,wvegas,700000,3.34,reno,93.4,253.908
3,pcc_loss,700000,4.92,reno,94.1,251.712
3,reno,850000,50.1,reno,48.9,485.338
3,pcc,850000,7.91,reno,91.4,259.774
3,balia,850000,50.0,reno,49.0,483.828
3,bbr,850000,4.28,reno,93.4,255.89
3,lia,850000,49.8,reno,49.2,489.735
3,olia,850000,49.9,reno,49.1,484.518
3,wvegas,850000,3.34,reno,93.4,254.306
3,pcc_loss,850000,8.78,reno,90.4,262.482
3,reno,1000000,50.3,reno,48.8,485.033
3,pcc,1000000,4.89,reno,94.2,252.766
3,balia,1000000,50.1,reno,48.9,485.533
3,bbr,1000000,3.13,reno,94.5,253.608
3,lia,1000000,49.9,reno,49.0,486.875
3,olia,1000000,50.2,reno,48.9,486.348
3,wvegas,1000000,reno,-nan
3,pcc_loss,1000000,8.31,reno,90.8,261.272
