1663196916.186161 Connecting to host 192.168.3.1, port 5101
1663196916.186324 [  4] local 192.168.10.2 port 58244 connected to 192.168.3.1 port 5101
1663196916.186358 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663196916.186382 [  4]   0.00-0.10   sec   720 KBytes  58.8 Mbits/sec    0   5.66 KBytes       
1663196916.186403 [  4]   0.10-0.20   sec  1.19 MBytes  99.3 Mbits/sec    0   5.66 KBytes       
1663196916.186429 [  4]   0.20-0.30   sec   156 KBytes  12.8 Mbits/sec    0   5.66 KBytes       
1663196916.186453 [  4]   0.30-0.40   sec   188 KBytes  15.4 Mbits/sec    0   5.66 KBytes       
1663196916.186477 [  4]   0.40-0.50   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663196916.186501 [  4]   0.50-0.60   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186525 [  4]   0.60-0.70   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663196916.186549 [  4]   0.70-0.80   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186573 [  4]   0.80-0.90   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186596 [  4]   0.90-1.00   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186620 [  4]   1.00-1.10   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186644 [  4]   1.10-1.20   sec   126 KBytes  10.3 Mbits/sec    0   5.66 KBytes       
1663196916.186668 [  4]   1.20-1.30   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186692 [  4]   1.30-1.40   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186715 [  4]   1.40-1.50   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186739 [  4]   1.50-1.60   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186763 [  4]   1.60-1.70   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186786 [  4]   1.70-1.80   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186810 [  4]   1.80-1.90   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186835 [  4]   1.90-2.00   sec   126 KBytes  10.3 Mbits/sec    0   5.66 KBytes       
1663196916.186860 [  4]   2.00-2.10   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186884 [  4]   2.10-2.20   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186908 [  4]   2.20-2.30   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186932 [  4]   2.30-2.40   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186956 [  4]   2.40-2.50   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.186980 [  4]   2.50-2.60   sec   126 KBytes  10.3 Mbits/sec    0   5.66 KBytes       
1663196916.187003 [  4]   2.60-2.70   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187027 [  4]   2.70-2.80   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187051 [  4]   2.80-2.90   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187075 [  4]   2.90-3.00   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663196916.187098 [  4]   3.00-3.10   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187122 [  4]   3.10-3.20   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187146 [  4]   3.20-3.30   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187170 [  4]   3.30-3.40   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663196916.187193 [  4]   3.40-3.50   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187217 [  4]   3.50-3.60   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187241 [  4]   3.60-3.70   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187265 [  4]   3.70-3.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663196916.187289 [  4]   3.80-3.90   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663196916.187313 [  4]   3.90-4.00   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187337 [  4]   4.00-4.10   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663196916.187358 [  4]   4.10-4.20   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187379 [  4]   4.20-4.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663196916.187403 [  4]   4.30-4.40   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663196916.187426 [  4]   4.40-4.50   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663196916.187450 [  4]   4.50-4.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663196916.187474 [  4]   4.60-4.70   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
