1663195740.230204 Connecting to host 192.168.3.1, port 5101
1663195740.230366 [  4] local 192.168.10.2 port 57582 connected to 192.168.3.1 port 5101
1663195740.230402 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663195740.230425 [  4]   0.00-0.10   sec   689 KBytes  56.4 Mbits/sec    0   5.66 KBytes       
1663195740.230447 [  4]   0.10-0.20   sec  1.23 MBytes   103 Mbits/sec    0   5.66 KBytes       
1663195740.230468 [  4]   0.20-0.30   sec   123 KBytes  10.1 Mbits/sec    0   5.66 KBytes       
1663195740.230493 [  4]   0.30-0.40   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195740.230517 [  4]   0.40-0.50   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195740.230540 [  4]   0.50-0.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195740.230564 [  4]   0.60-0.70   sec  61.4 KBytes  5.02 Mbits/sec    0   5.66 KBytes       
1663195740.230587 [  4]   0.70-0.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195740.230611 [  4]   0.80-0.90   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195740.230634 [  4]   0.90-1.00   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195740.230663 [  4]   1.00-1.10   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195740.230686 [  4]   1.10-1.20   sec  61.4 KBytes  5.03 Mbits/sec    0   5.66 KBytes       
1663195740.230709 [  4]   1.20-1.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195740.230733 [  4]   1.30-1.40   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195740.230757 [  4]   1.40-1.50   sec  61.4 KBytes  5.03 Mbits/sec    0   5.66 KBytes       
1663195740.230780 [  4]   1.50-1.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195740.230804 [  4]   1.60-1.70   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195740.230827 [  4]   1.70-1.80   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195740.230850 [  4]   1.80-1.90   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195740.230874 [  4]   1.90-2.00   sec  89.2 KBytes  7.31 Mbits/sec    0   5.66 KBytes       
