1663195824.254157 Connecting to host 192.168.3.1, port 5101
1663195824.254319 [  4] local 192.168.10.2 port 57630 connected to 192.168.3.1 port 5101
1663195824.254354 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663195824.254376 [  4]   0.00-0.10   sec   197 KBytes  16.1 Mbits/sec    0   14.1 KBytes       
1663195824.254397 [  4]   0.10-0.20   sec   245 KBytes  20.1 Mbits/sec    0   14.1 KBytes       
1663195824.254418 [  4]   0.20-0.30   sec   951 KBytes  77.9 Mbits/sec    0   14.1 KBytes       
1663195824.254438 [  4]   0.30-0.40   sec  1.02 MBytes  85.3 Mbits/sec    0   14.1 KBytes       
1663195824.254458 [  4]   0.40-0.50   sec   460 KBytes  37.6 Mbits/sec    0   14.1 KBytes       
1663195824.254478 [  4]   0.50-0.60   sec   982 KBytes  80.2 Mbits/sec    0   14.1 KBytes       
1663195824.254499 [  4]   0.60-0.70   sec   123 KBytes  10.1 Mbits/sec    0   14.1 KBytes       
1663195824.254518 [  4]   0.70-0.80   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.254538 [  4]   0.80-0.90   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254558 [  4]   0.90-1.00   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254578 [  4]   1.00-1.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254598 [  4]   1.10-1.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.254618 [  4]   1.20-1.30   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254638 [  4]   1.30-1.40   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254661 [  4]   1.40-1.50   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.254681 [  4]   1.50-1.60   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254701 [  4]   1.60-1.70   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254721 [  4]   1.70-1.80   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254741 [  4]   1.80-1.90   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.254761 [  4]   1.90-2.00   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254782 [  4]   2.00-2.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254802 [  4]   2.10-2.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.254822 [  4]   2.20-2.30   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254843 [  4]   2.30-2.40   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254863 [  4]   2.40-2.50   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.254883 [  4]   2.50-2.60   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254903 [  4]   2.60-2.70   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254924 [  4]   2.70-2.80   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.254945 [  4]   2.80-2.90   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254966 [  4]   2.90-3.00   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.254986 [  4]   3.00-3.10   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.255007 [  4]   3.10-3.20   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255027 [  4]   3.20-3.30   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255048 [  4]   3.30-3.40   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.255068 [  4]   3.40-3.50   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255088 [  4]   3.50-3.60   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255109 [  4]   3.60-3.70   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.255129 [  4]   3.70-3.80   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255149 [  4]   3.80-3.90   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255169 [  4]   3.90-4.00   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.255189 [  4]   4.00-4.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255210 [  4]   4.10-4.20   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255231 [  4]   4.20-4.30   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.255251 [  4]   4.30-4.40   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255271 [  4]   4.40-4.50   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255292 [  4]   4.50-4.60   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195824.255312 [  4]   4.60-4.70   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255332 [  4]   4.70-4.80   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195824.255353 [  4]   4.80-4.90   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874181 [  4]   4.90-5.00   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874282 [  4]   5.00-5.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874309 [  4]   5.10-5.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874332 [  4]   5.20-5.30   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663195829.874354 [  4]   5.30-5.40   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874379 [  4]   5.40-5.50   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874403 [  4]   5.50-5.60   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874427 [  4]   5.60-5.70   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874450 [  4]   5.70-5.80   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874474 [  4]   5.80-5.90   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874498 [  4]   5.90-6.00   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874521 [  4]   6.00-6.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874545 [  4]   6.10-6.20   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874568 [  4]   6.20-6.30   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874591 [  4]   6.30-6.40   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874614 [  4]   6.40-6.50   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874638 [  4]   6.50-6.60   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874661 [  4]   6.60-6.70   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663195829.874685 [  4]   6.70-6.80   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874708 [  4]   6.80-6.90   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874731 [  4]   6.90-7.00   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663195829.874755 [  4]   7.00-7.10   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874778 [  4]   7.10-7.20   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874802 [  4]   7.20-7.30   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874825 [  4]   7.30-7.40   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874848 [  4]   7.40-7.50   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874871 [  4]   7.50-7.60   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874894 [  4]   7.60-7.70   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874918 [  4]   7.70-7.80   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663195829.874941 [  4]   7.80-7.90   sec  39.0 KBytes  3.20 Mbits/sec    0   14.1 KBytes       
1663195829.874964 [  4]   7.90-8.00   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.874987 [  4]   8.00-8.10   sec  27.9 KBytes  2.28 Mbits/sec    0   14.1 KBytes       
1663195829.875011 [  4]   8.10-8.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.875034 [  4]   8.20-8.30   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663195829.875057 [  4]   8.30-8.40   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663195829.875078 [  4]   8.40-8.50   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663195829.875100 [  4]   8.50-8.60   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663195829.875123 [  4]   8.60-8.70   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663195829.875146 [  4]   8.70-8.80   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663195829.875169 [  4]   8.80-8.90   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663195829.875193 [  4]   8.90-9.00   sec   314 KBytes  25.7 Mbits/sec    0   14.1 KBytes       
1663195829.875217 [  4]   9.00-9.10   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663195829.875241 [  4]   9.10-9.20   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663195829.875265 [  4]   9.20-9.30   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663195829.875288 [  4]   9.30-9.40   sec   314 KBytes  25.7 Mbits/sec    0   14.1 KBytes       
1663195829.875312 [  4]   9.40-9.50   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663195829.875335 [  4]   9.50-9.60   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663195829.875359 [  4]   9.60-9.70   sec   314 KBytes  25.7 Mbits/sec    0   14.1 KBytes       
1663195829.875383 [  4]   9.70-9.80   sec   314 KBytes  25.7 Mbits/sec    0   14.1 KBytes       
1663195829.875407 [  4]   9.80-9.90   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663195829.875430 [  4]   9.90-10.00  sec   314 KBytes  25.7 Mbits/sec    0   14.1 KBytes       
1663195829.875454 - - - - - - - - - - - - - - - - - - - - - - - - -
1663195829.875478 [ ID] Interval           Transfer     Bandwidth       Retr
1663195829.875506 [  4]   0.00-10.00  sec  9.24 MBytes  7.75 Mbits/sec    0             sender
1663195829.875531 [  4]   0.00-10.00  sec  6.42 MBytes  5.39 Mbits/sec                  receiver
1663195829.875554 
1663195829.875578 iperf Done.
