1663194900.250257 Connecting to host 192.168.3.1, port 5101
1663194900.250407 [  4] local 192.168.10.2 port 57102 connected to 192.168.3.1 port 5101
1663194900.250442 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663194900.250466 [  4]   0.00-0.10   sec   689 KBytes  56.3 Mbits/sec    0   5.66 KBytes       
1663194900.250489 [  4]   0.10-0.20   sec  1.21 MBytes   102 Mbits/sec    0   5.66 KBytes       
1663194900.250514 [  4]   0.20-0.30   sec   142 KBytes  11.7 Mbits/sec    0   5.66 KBytes       
1663194900.250539 [  4]   0.30-0.40   sec   126 KBytes  10.3 Mbits/sec    0   5.66 KBytes       
1663194900.250563 [  4]   0.40-0.50   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250587 [  4]   0.50-0.60   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250611 [  4]   0.60-0.70   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250636 [  4]   0.70-0.80   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250660 [  4]   0.80-0.90   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250684 [  4]   0.90-1.00   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250709 [  4]   1.00-1.10   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250733 [  4]   1.10-1.20   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250758 [  4]   1.20-1.30   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250782 [  4]   1.30-1.40   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250807 [  4]   1.40-1.50   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250831 [  4]   1.50-1.60   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250856 [  4]   1.60-1.70   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250880 [  4]   1.70-1.80   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250904 [  4]   1.80-1.90   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250929 [  4]   1.90-2.00   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.250953 [  4]   2.00-2.10   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.250978 [  4]   2.10-2.20   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251002 [  4]   2.20-2.30   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251026 [  4]   2.30-2.40   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251051 [  4]   2.40-2.50   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251075 [  4]   2.50-2.60   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251099 [  4]   2.60-2.70   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251124 [  4]   2.70-2.80   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251148 [  4]   2.80-2.90   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251172 [  4]   2.90-3.00   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251197 [  4]   3.00-3.10   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251221 [  4]   3.10-3.20   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251245 [  4]   3.20-3.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251269 [  4]   3.30-3.40   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251294 [  4]   3.40-3.50   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251318 [  4]   3.50-3.60   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251342 [  4]   3.60-3.70   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251366 [  4]   3.70-3.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251391 [  4]   3.80-3.90   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251415 [  4]   3.90-4.00   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251439 [  4]   4.00-4.10   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251461 [  4]   4.10-4.20   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251485 [  4]   4.20-4.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251509 [  4]   4.30-4.40   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251534 [  4]   4.40-4.50   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251558 [  4]   4.50-4.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251582 [  4]   4.60-4.70   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194900.251631 [  4]   4.70-4.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194900.251661 [  4]   4.80-4.90   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730245 [  4]   4.90-5.00   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194905.730346 [  4]   5.00-5.10   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730378 [  4]   5.10-5.20   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730401 [  4]   5.20-5.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730426 [  4]   5.30-5.40   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194905.730451 [  4]   5.40-5.50   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730476 [  4]   5.50-5.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730501 [  4]   5.60-5.70   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730526 [  4]   5.70-5.80   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194905.730550 [  4]   5.80-5.90   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730575 [  4]   5.90-6.00   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730600 [  4]   6.00-6.10   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194905.730625 [  4]   6.10-6.20   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730649 [  4]   6.20-6.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730674 [  4]   6.30-6.40   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730698 [  4]   6.40-6.50   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730723 [  4]   6.50-6.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730747 [  4]   6.60-6.70   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194905.730772 [  4]   6.70-6.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730797 [  4]   6.80-6.90   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730821 [  4]   6.90-7.00   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730846 [  4]   7.00-7.10   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730871 [  4]   7.10-7.20   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730895 [  4]   7.20-7.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730920 [  4]   7.30-7.40   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730944 [  4]   7.40-7.50   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194905.730969 [  4]   7.50-7.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.730993 [  4]   7.60-7.70   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.731018 [  4]   7.70-7.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.731043 [  4]   7.80-7.90   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.731067 [  4]   7.90-8.00   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.731092 [  4]   8.00-8.10   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194905.731116 [  4]   8.10-8.20   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.731141 [  4]   8.20-8.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.731166 [  4]   8.30-8.40   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.731188 [  4]   8.40-8.50   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.731214 [  4]   8.50-8.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.731240 [  4]   8.60-8.70   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.731265 [  4]   8.70-8.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194905.731290 [  4]   8.80-8.90   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
