1663195236.174252 Connecting to host 192.168.3.1, port 5101
1663195236.174416 [  4] local 192.168.10.2 port 57294 connected to 192.168.3.1 port 5101
1663195236.174450 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663195236.174473 [  4]   0.00-0.10   sec   689 KBytes  56.3 Mbits/sec    0   5.66 KBytes       
1663195236.174495 [  4]   0.10-0.20   sec  1.23 MBytes   103 Mbits/sec    0   5.66 KBytes       
1663195236.174522 [  4]   0.20-0.30   sec   123 KBytes  10.1 Mbits/sec    0   5.66 KBytes       
1663195236.174546 [  4]   0.30-0.40   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.174569 [  4]   0.40-0.50   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.174593 [  4]   0.50-0.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.174616 [  4]   0.60-0.70   sec  61.4 KBytes  5.02 Mbits/sec    0   5.66 KBytes       
1663195236.174640 [  4]   0.70-0.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.174663 [  4]   0.80-0.90   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.174686 [  4]   0.90-1.00   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.174710 [  4]   1.00-1.10   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.174733 [  4]   1.10-1.20   sec  61.4 KBytes  5.02 Mbits/sec    0   5.66 KBytes       
1663195236.174756 [  4]   1.20-1.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.174780 [  4]   1.30-1.40   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.174803 [  4]   1.40-1.50   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.174826 [  4]   1.50-1.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.174849 [  4]   1.60-1.70   sec  61.4 KBytes  5.02 Mbits/sec    0   5.66 KBytes       
1663195236.174873 [  4]   1.70-1.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.174896 [  4]   1.80-1.90   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.174919 [  4]   1.90-2.00   sec  61.4 KBytes  5.02 Mbits/sec    0   5.66 KBytes       
1663195236.174943 [  4]   2.00-2.10   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.174966 [  4]   2.10-2.20   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.174989 [  4]   2.20-2.30   sec  61.4 KBytes  5.02 Mbits/sec    0   5.66 KBytes       
1663195236.175012 [  4]   2.30-2.40   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175036 [  4]   2.40-2.50   sec  61.4 KBytes  5.02 Mbits/sec    0   5.66 KBytes       
1663195236.175059 [  4]   2.50-2.60   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.175083 [  4]   2.60-2.70   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175106 [  4]   2.70-2.80   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.175130 [  4]   2.80-2.90   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175153 [  4]   2.90-3.00   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175177 [  4]   3.00-3.10   sec  61.4 KBytes  5.02 Mbits/sec    0   5.66 KBytes       
1663195236.175201 [  4]   3.10-3.20   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175224 [  4]   3.20-3.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175248 [  4]   3.30-3.40   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.175271 [  4]   3.40-3.50   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175295 [  4]   3.50-3.60   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.175318 [  4]   3.60-3.70   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175341 [  4]   3.70-3.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175365 [  4]   3.80-3.90   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.175388 [  4]   3.90-4.00   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175412 [  4]   4.00-4.10   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175435 [  4]   4.10-4.20   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.175457 [  4]   4.20-4.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175480 [  4]   4.30-4.40   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175504 [  4]   4.40-4.50   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.175527 [  4]   4.50-4.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175551 [  4]   4.60-4.70   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195236.175575 [  4]   4.70-4.80   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195236.175619 [  4]   4.80-4.90   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654265 [  4]   4.90-5.00   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654354 [  4]   5.00-5.10   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195241.654384 [  4]   5.10-5.20   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654406 [  4]   5.20-5.30   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195241.654434 [  4]   5.30-5.40   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654458 [  4]   5.40-5.50   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654482 [  4]   5.50-5.60   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195241.654505 [  4]   5.60-5.70   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654528 [  4]   5.70-5.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654551 [  4]   5.80-5.90   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654574 [  4]   5.90-6.00   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654598 [  4]   6.00-6.10   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195241.654621 [  4]   6.10-6.20   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654644 [  4]   6.20-6.30   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654667 [  4]   6.30-6.40   sec  30.7 KBytes  2.51 Mbits/sec    0   5.66 KBytes       
1663195241.654691 [  4]   6.40-6.50   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654715 [  4]   6.50-6.60   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654738 [  4]   6.60-6.70   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663195241.654761 [  4]   6.70-6.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
