1663194354.258331 Connecting to host 192.168.3.1, port 5101
1663194354.258496 [  4] local 192.168.10.2 port 56790 connected to 192.168.3.1 port 5101
1663194354.258532 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663194354.258555 [  4]   0.00-0.10   sec   197 KBytes  16.1 Mbits/sec    0   14.1 KBytes       
1663194354.258576 [  4]   0.10-0.20   sec   245 KBytes  20.1 Mbits/sec    0   14.1 KBytes       
1663194354.258601 [  4]   0.20-0.30   sec   890 KBytes  72.8 Mbits/sec    0   14.1 KBytes       
1663194354.258624 [  4]   0.30-0.40   sec  1.14 MBytes  95.5 Mbits/sec    0   14.1 KBytes       
1663194354.258648 [  4]   0.40-0.50   sec   399 KBytes  32.7 Mbits/sec    0   14.1 KBytes       
1663194354.258671 [  4]   0.50-0.60   sec   951 KBytes  77.7 Mbits/sec    0   14.1 KBytes       
1663194354.258695 [  4]   0.60-0.70   sec   153 KBytes  12.6 Mbits/sec    0   14.1 KBytes       
1663194354.258718 [  4]   0.70-0.80   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194354.258742 [  4]   0.80-0.90   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194354.258765 [  4]   0.90-1.00   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194354.258789 [  4]   1.00-1.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194354.258812 [  4]   1.10-1.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194354.258836 [  4]   1.20-1.30   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194354.258860 [  4]   1.30-1.40   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194354.258884 [  4]   1.40-1.50   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194354.258908 [  4]   1.50-1.60   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194354.258931 [  4]   1.60-1.70   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194354.258955 [  4]   1.70-1.80   sec  44.6 KBytes  3.66 Mbits/sec    0   14.1 KBytes       
1663194354.258978 [  4]   1.80-1.90   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194354.259001 [  4]   1.90-2.00   sec  25.1 KBytes  2.06 Mbits/sec    0   14.1 KBytes       
1663194354.259025 [  4]   2.00-2.10   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259048 [  4]   2.10-2.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194354.259072 [  4]   2.20-2.30   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259095 [  4]   2.30-2.40   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259118 [  4]   2.40-2.50   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259142 [  4]   2.50-2.60   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259165 [  4]   2.60-2.70   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259189 [  4]   2.70-2.80   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259212 [  4]   2.80-2.90   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259236 [  4]   2.90-3.00   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259259 [  4]   3.00-3.10   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259283 [  4]   3.10-3.20   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259307 [  4]   3.20-3.30   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259330 [  4]   3.30-3.40   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259353 [  4]   3.40-3.50   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259376 [  4]   3.50-3.60   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259400 [  4]   3.60-3.70   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259424 [  4]   3.70-3.80   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259447 [  4]   3.80-3.90   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259470 [  4]   3.90-4.00   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259494 [  4]   4.00-4.10   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259521 [  4]   4.10-4.20   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259545 [  4]   4.20-4.30   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259568 [  4]   4.30-4.40   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259640 [  4]   4.40-4.50   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259678 [  4]   4.50-4.60   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259703 [  4]   4.60-4.70   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194354.259727 [  4]   4.70-4.80   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194354.259751 [  4]   4.80-4.90   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194359.794177 [  4]   4.90-5.00   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194359.794273 [  4]   5.00-5.10   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194359.794304 [  4]   5.10-5.20   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794328 [  4]   5.20-5.30   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194359.794354 [  4]   5.30-5.40   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194359.794378 [  4]   5.40-5.50   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194359.794403 [  4]   5.50-5.60   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194359.794427 [  4]   5.60-5.70   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194359.794451 [  4]   5.70-5.80   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794478 [  4]   5.80-5.90   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194359.794514 [  4]   5.90-6.00   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194359.794540 [  4]   6.00-6.10   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194359.794565 [  4]   6.10-6.20   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794589 [  4]   6.20-6.30   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794615 [  4]   6.30-6.40   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794639 [  4]   6.40-6.50   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794664 [  4]   6.50-6.60   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663194359.794689 [  4]   6.60-6.70   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794714 [  4]   6.70-6.80   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794740 [  4]   6.80-6.90   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794766 [  4]   6.90-7.00   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663194359.794791 [  4]   7.00-7.10   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794815 [  4]   7.10-7.20   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794840 [  4]   7.20-7.30   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663194359.794864 [  4]   7.30-7.40   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794889 [  4]   7.40-7.50   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794914 [  4]   7.50-7.60   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794939 [  4]   7.60-7.70   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794964 [  4]   7.70-7.80   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.794989 [  4]   7.80-7.90   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663194359.795013 [  4]   7.90-8.00   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795037 [  4]   8.00-8.10   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663194359.795061 [  4]   8.10-8.20   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795085 [  4]   8.20-8.30   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795109 [  4]   8.30-8.40   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795132 [  4]   8.40-8.50   sec   251 KBytes  20.5 Mbits/sec    0   14.1 KBytes       
1663194359.795154 [  4]   8.50-8.60   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795178 [  4]   8.60-8.70   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795203 [  4]   8.70-8.80   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795228 [  4]   8.80-8.90   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795253 [  4]   8.90-9.00   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795278 [  4]   9.00-9.10   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795303 [  4]   9.10-9.20   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663194359.795328 [  4]   9.20-9.30   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795353 [  4]   9.30-9.40   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663194359.795377 [  4]   9.40-9.50   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795401 [  4]   9.50-9.60   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795426 [  4]   9.60-9.70   sec   251 KBytes  20.6 Mbits/sec    0   14.1 KBytes       
1663194359.795450 [  4]   9.70-9.80   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795474 [  4]   9.80-9.90   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194359.795499 [  4]   9.90-10.00  sec   251 KBytes  20.5 Mbits/sec    0   14.1 KBytes       
1663194359.795524 - - - - - - - - - - - - - - - - - - - - - - - - -
1663194359.795549 [ ID] Interval           Transfer     Bandwidth       Retr
1663194359.795579 [  4]   0.00-10.00  sec  16.3 MBytes  13.6 Mbits/sec    0             sender
1663194359.795654 [  4]   0.00-10.00  sec  13.0 MBytes  10.9 Mbits/sec                  receiver
1663194359.795683 
1663194359.795708 iperf Done.
