1663194564.170215 Connecting to host 192.168.3.1, port 5101
1663194564.170367 [  4] local 192.168.10.2 port 56910 connected to 192.168.3.1 port 5101
1663194564.170405 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663194564.170428 [  4]   0.00-0.10   sec   720 KBytes  58.8 Mbits/sec    0   5.66 KBytes       
1663194564.170450 [  4]   0.10-0.20   sec  1.19 MBytes  99.4 Mbits/sec    0   5.66 KBytes       
1663194564.170475 [  4]   0.20-0.30   sec   156 KBytes  12.8 Mbits/sec    0   5.66 KBytes       
1663194564.170500 [  4]   0.30-0.40   sec   188 KBytes  15.4 Mbits/sec    0   5.66 KBytes       
1663194564.170523 [  4]   0.40-0.50   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194564.170547 [  4]   0.50-0.60   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170570 [  4]   0.60-0.70   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170594 [  4]   0.70-0.80   sec  0.00 Bytes  0.00 Mbits/sec    0   5.66 KBytes       
1663194564.170618 [  4]   0.80-0.90   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170642 [  4]   0.90-1.00   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170665 [  4]   1.00-1.10   sec   126 KBytes  10.3 Mbits/sec    0   5.66 KBytes       
1663194564.170689 [  4]   1.10-1.20   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170713 [  4]   1.20-1.30   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170736 [  4]   1.30-1.40   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170760 [  4]   1.40-1.50   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170784 [  4]   1.50-1.60   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170807 [  4]   1.60-1.70   sec   126 KBytes  10.3 Mbits/sec    0   5.66 KBytes       
1663194564.170837 [  4]   1.70-1.80   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170868 [  4]   1.80-1.90   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170893 [  4]   1.90-2.00   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170917 [  4]   2.00-2.10   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170940 [  4]   2.10-2.20   sec   126 KBytes  10.3 Mbits/sec    0   5.66 KBytes       
1663194564.170964 [  4]   2.20-2.30   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
1663194564.170987 [  4]   2.30-2.40   sec  62.8 KBytes  5.14 Mbits/sec    0   5.66 KBytes       
