1663194984.150371 Connecting to host 192.168.3.1, port 5101
1663194984.150533 [  4] local 192.168.10.2 port 57148 connected to 192.168.3.1 port 5101
1663194984.150567 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663194984.150589 [  4]   0.00-0.10   sec   198 KBytes  16.2 Mbits/sec    0   14.1 KBytes       
1663194984.150610 [  4]   0.10-0.20   sec  61.4 KBytes  5.03 Mbits/sec    0   14.1 KBytes       
1663194984.150636 [  4]   0.20-0.30   sec   368 KBytes  30.2 Mbits/sec    0   14.1 KBytes       
1663194984.150660 [  4]   0.30-0.40   sec   583 KBytes  47.7 Mbits/sec    0   14.1 KBytes       
1663194984.150683 [  4]   0.40-0.50   sec   368 KBytes  30.1 Mbits/sec    0   14.1 KBytes       
1663194984.150706 [  4]   0.50-0.60   sec   460 KBytes  37.7 Mbits/sec    0   14.1 KBytes       
1663194984.150729 [  4]   0.60-0.70   sec   430 KBytes  35.2 Mbits/sec    0   14.1 KBytes       
1663194984.150753 [  4]   0.70-0.80   sec   614 KBytes  50.2 Mbits/sec    0   14.1 KBytes       
1663194984.150776 [  4]   0.80-0.90   sec  61.4 KBytes  5.04 Mbits/sec    0   14.1 KBytes       
1663194984.150799 [  4]   0.90-1.00   sec  61.4 KBytes  5.03 Mbits/sec    0   14.1 KBytes       
1663194984.150822 [  4]   1.00-1.10   sec  61.4 KBytes  5.03 Mbits/sec    0   14.1 KBytes       
1663194984.150845 [  4]   1.10-1.20   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194984.150868 [  4]   1.20-1.30   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194984.150892 [  4]   1.30-1.40   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194984.150915 [  4]   1.40-1.50   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194984.150938 [  4]   1.50-1.60   sec  11.2 KBytes  0.91 Mbits/sec    0   14.1 KBytes       
1663194984.150961 [  4]   1.60-1.70   sec  20.9 KBytes  1.71 Mbits/sec    0   14.1 KBytes       
1663194984.150984 [  4]   1.70-1.80   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151007 [  4]   1.80-1.90   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194984.151030 [  4]   1.90-2.00   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194984.151053 [  4]   2.00-2.10   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151076 [  4]   2.10-2.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194984.151099 [  4]   2.20-2.30   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151122 [  4]   2.30-2.40   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151145 [  4]   2.40-2.50   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194984.151168 [  4]   2.50-2.60   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151191 [  4]   2.60-2.70   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151214 [  4]   2.70-2.80   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151237 [  4]   2.80-2.90   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151260 [  4]   2.90-3.00   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151283 [  4]   3.00-3.10   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194984.151306 [  4]   3.10-3.20   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151329 [  4]   3.20-3.30   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151353 [  4]   3.30-3.40   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151376 [  4]   3.40-3.50   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194984.151399 [  4]   3.50-3.60   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
