1663194816.226106 Connecting to host 192.168.3.1, port 5101
1663194816.226258 [  4] local 192.168.10.2 port 57054 connected to 192.168.3.1 port 5101
1663194816.226293 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663194816.226317 [  4]   0.00-0.10   sec   230 KBytes  18.8 Mbits/sec    0   14.1 KBytes       
1663194816.226342 [  4]   0.10-0.20   sec   215 KBytes  17.6 Mbits/sec    0   14.1 KBytes       
1663194816.226366 [  4]   0.20-0.30   sec   951 KBytes  77.9 Mbits/sec    0   14.1 KBytes       
1663194816.226390 [  4]   0.30-0.40   sec  1.11 MBytes  92.9 Mbits/sec    0   14.1 KBytes       
1663194816.226414 [  4]   0.40-0.50   sec   583 KBytes  47.7 Mbits/sec    0   14.1 KBytes       
1663194816.226438 [  4]   0.50-0.60   sec   706 KBytes  57.8 Mbits/sec    0   14.1 KBytes       
1663194816.226461 [  4]   0.60-0.70   sec   184 KBytes  15.1 Mbits/sec    0   14.1 KBytes       
1663194816.226485 [  4]   0.70-0.80   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194816.226509 [  4]   0.80-0.90   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194816.226532 [  4]   0.90-1.00   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194816.226556 [  4]   1.00-1.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194816.226580 [  4]   1.10-1.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194816.226603 [  4]   1.20-1.30   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194816.226627 [  4]   1.30-1.40   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194816.226651 [  4]   1.40-1.50   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194816.226674 [  4]   1.50-1.60   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194816.226698 [  4]   1.60-1.70   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194816.226722 [  4]   1.70-1.80   sec  44.6 KBytes  3.66 Mbits/sec    0   14.1 KBytes       
