1663194312.270267 Connecting to host 192.168.3.1, port 5101
1663194312.270425 [  4] local 192.168.10.2 port 56768 connected to 192.168.3.1 port 5101
1663194312.270470 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663194312.270501 [  4]   0.00-0.10   sec   230 KBytes  18.8 Mbits/sec    0   14.1 KBytes       
1663194312.270549 [  4]   0.10-0.20   sec   215 KBytes  17.6 Mbits/sec    0   14.1 KBytes       
1663194312.270582 [  4]   0.20-0.30   sec   920 KBytes  75.3 Mbits/sec    0   14.1 KBytes       
1663194312.270608 [  4]   0.30-0.40   sec  1012 KBytes  83.0 Mbits/sec    0   14.1 KBytes       
1663194312.270640 [  4]   0.40-0.50   sec   798 KBytes  65.2 Mbits/sec    0   14.1 KBytes       
1663194312.270667 [  4]   0.50-0.60   sec   706 KBytes  57.8 Mbits/sec    0   14.1 KBytes       
1663194312.270692 [  4]   0.60-0.70   sec   123 KBytes  10.1 Mbits/sec    0   14.1 KBytes       
1663194312.270717 [  4]   0.70-0.80   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194312.270742 [  4]   0.80-0.90   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.270823 [  4]   0.90-1.00   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194312.270855 [  4]   1.00-1.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194312.270880 [  4]   1.10-1.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.270905 [  4]   1.20-1.30   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663194312.270930 [  4]   1.30-1.40   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.270955 [  4]   1.40-1.50   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.270980 [  4]   1.50-1.60   sec  61.4 KBytes  5.03 Mbits/sec    0   14.1 KBytes       
1663194312.271005 [  4]   1.60-1.70   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271031 [  4]   1.70-1.80   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194312.271056 [  4]   1.80-1.90   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194312.271081 [  4]   1.90-2.00   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271106 [  4]   2.00-2.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194312.271132 [  4]   2.10-2.20   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663194312.271157 [  4]   2.20-2.30   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271183 [  4]   2.30-2.40   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663194312.271210 [  4]   2.40-2.50   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271235 [  4]   2.50-2.60   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271262 [  4]   2.60-2.70   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663194312.271289 [  4]   2.70-2.80   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271315 [  4]   2.80-2.90   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271341 [  4]   2.90-3.00   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663194312.271367 [  4]   3.00-3.10   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271393 [  4]   3.10-3.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271419 [  4]   3.20-3.30   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663194312.271446 [  4]   3.30-3.40   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271473 [  4]   3.40-3.50   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271500 [  4]   3.50-3.60   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663194312.271527 [  4]   3.60-3.70   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271553 [  4]   3.70-3.80   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271580 [  4]   3.80-3.90   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663194312.271650 [  4]   3.90-4.00   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271692 [  4]   4.00-4.10   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271742 [  4]   4.10-4.20   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663194312.271791 [  4]   4.20-4.30   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271841 [  4]   4.30-4.40   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271890 [  4]   4.40-4.50   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663194312.271935 [  4]   4.50-4.60   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.271982 [  4]   4.60-4.70   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194312.272028 [  4]   4.70-4.80   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663194312.272077 [  4]   4.80-4.90   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194317.866234 [  4]   4.90-5.00   sec  20.9 KBytes  1.71 Mbits/sec    0   14.1 KBytes       
1663194317.866332 [  4]   5.00-5.10   sec  73.9 KBytes  6.05 Mbits/sec    0   14.1 KBytes       
1663194317.866365 [  4]   5.10-5.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194317.866388 [  4]   5.20-5.30   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194317.866418 [  4]   5.30-5.40   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194317.866444 [  4]   5.40-5.50   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194317.866469 [  4]   5.50-5.60   sec  62.8 KBytes  5.14 Mbits/sec    0   14.1 KBytes       
1663194317.866494 [  4]   5.60-5.70   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194317.866519 [  4]   5.70-5.80   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663194317.866544 [  4]   5.80-5.90   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194317.866568 [  4]   5.90-6.00   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194317.866594 [  4]   6.00-6.10   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194317.866619 [  4]   6.10-6.20   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.866644 [  4]   6.20-6.30   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194317.866671 [  4]   6.30-6.40   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194317.866697 [  4]   6.40-6.50   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194317.866723 [  4]   6.50-6.60   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.866749 [  4]   6.60-6.70   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.866775 [  4]   6.70-6.80   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194317.866802 [  4]   6.80-6.90   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.866828 [  4]   6.90-7.00   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194317.866854 [  4]   7.00-7.10   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.866880 [  4]   7.10-7.20   sec   126 KBytes  10.3 Mbits/sec    0   14.1 KBytes       
1663194317.866905 [  4]   7.20-7.30   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.866930 [  4]   7.30-7.40   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.866955 [  4]   7.40-7.50   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.866980 [  4]   7.50-7.60   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.867005 [  4]   7.60-7.70   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.867030 [  4]   7.70-7.80   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.867056 [  4]   7.80-7.90   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.867081 [  4]   7.90-8.00   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.867106 [  4]   8.00-8.10   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.867132 [  4]   8.10-8.20   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
1663194317.867157 [  4]   8.20-8.30   sec   188 KBytes  15.4 Mbits/sec    0   14.1 KBytes       
