1663196538.250157 Connecting to host 192.168.3.1, port 5101
1663196538.250299 [  4] local 192.168.10.2 port 58032 connected to 192.168.3.1 port 5101
1663196538.250335 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663196538.250359 [  4]   0.00-0.10   sec   230 KBytes  18.8 Mbits/sec    0   14.1 KBytes       
1663196538.250384 [  4]   0.10-0.20   sec   215 KBytes  17.6 Mbits/sec    0   14.1 KBytes       
1663196538.250409 [  4]   0.20-0.30   sec   920 KBytes  75.3 Mbits/sec    0   14.1 KBytes       
1663196538.250433 [  4]   0.30-0.40   sec  1012 KBytes  83.0 Mbits/sec    0   14.1 KBytes       
1663196538.250457 [  4]   0.40-0.50   sec   798 KBytes  65.2 Mbits/sec    0   14.1 KBytes       
1663196538.250482 [  4]   0.50-0.60   sec   675 KBytes  55.3 Mbits/sec    0   14.1 KBytes       
1663196538.250506 [  4]   0.60-0.70   sec   153 KBytes  12.6 Mbits/sec    0   14.1 KBytes       
1663196538.250530 [  4]   0.70-0.80   sec  30.7 KBytes  2.52 Mbits/sec    0   14.1 KBytes       
1663196538.250555 [  4]   0.80-0.90   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196538.250581 [  4]   0.90-1.00   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196538.250605 [  4]   1.00-1.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196538.250630 [  4]   1.10-1.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196538.250655 [  4]   1.20-1.30   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663196538.250679 [  4]   1.30-1.40   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196538.250704 [  4]   1.40-1.50   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196538.250729 [  4]   1.50-1.60   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663196538.250754 [  4]   1.60-1.70   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196538.250779 [  4]   1.70-1.80   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196538.250803 [  4]   1.80-1.90   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196538.250828 [  4]   1.90-2.00   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196538.250853 [  4]   2.00-2.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196538.250877 [  4]   2.10-2.20   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196538.250901 [  4]   2.20-2.30   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196538.250925 [  4]   2.30-2.40   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
