1663196664.154309 Connecting to host 192.168.3.1, port 5101
1663196664.154453 [  4] local 192.168.10.2 port 58102 connected to 192.168.3.1 port 5101
1663196664.154488 [ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
1663196664.154511 [  4]   0.00-0.10   sec   230 KBytes  18.8 Mbits/sec    0   14.1 KBytes       
1663196664.154533 [  4]   0.10-0.20   sec   215 KBytes  17.6 Mbits/sec    0   14.1 KBytes       
1663196664.154558 [  4]   0.20-0.30   sec   859 KBytes  70.4 Mbits/sec    0   14.1 KBytes       
1663196664.154583 [  4]   0.30-0.40   sec  1.11 MBytes  92.8 Mbits/sec    0   14.1 KBytes       
1663196664.154607 [  4]   0.40-0.50   sec   583 KBytes  47.7 Mbits/sec    0   14.1 KBytes       
1663196664.154631 [  4]   0.50-0.60   sec   951 KBytes  77.7 Mbits/sec    0   14.1 KBytes       
1663196664.154655 [  4]   0.60-0.70   sec  30.7 KBytes  2.52 Mbits/sec    0   14.1 KBytes       
1663196664.154680 [  4]   0.70-0.80   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.154704 [  4]   0.80-0.90   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196664.154728 [  4]   0.90-1.00   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196664.154752 [  4]   1.00-1.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196664.154776 [  4]   1.10-1.20   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196664.154800 [  4]   1.20-1.30   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.154824 [  4]   1.30-1.40   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196664.154848 [  4]   1.40-1.50   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196664.154872 [  4]   1.50-1.60   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.154896 [  4]   1.60-1.70   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196664.154920 [  4]   1.70-1.80   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196664.154944 [  4]   1.80-1.90   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.154968 [  4]   1.90-2.00   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196664.154992 [  4]   2.00-2.10   sec  30.7 KBytes  2.51 Mbits/sec    0   14.1 KBytes       
1663196664.155016 [  4]   2.10-2.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155040 [  4]   2.20-2.30   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663196664.155065 [  4]   2.30-2.40   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155089 [  4]   2.40-2.50   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155113 [  4]   2.50-2.60   sec  61.4 KBytes  5.03 Mbits/sec    0   14.1 KBytes       
1663196664.155137 [  4]   2.60-2.70   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155161 [  4]   2.70-2.80   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155185 [  4]   2.80-2.90   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663196664.155209 [  4]   2.90-3.00   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155233 [  4]   3.00-3.10   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155257 [  4]   3.10-3.20   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663196664.155281 [  4]   3.20-3.30   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155305 [  4]   3.30-3.40   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155329 [  4]   3.40-3.50   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663196664.155353 [  4]   3.50-3.60   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155377 [  4]   3.60-3.70   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155401 [  4]   3.70-3.80   sec  61.4 KBytes  5.03 Mbits/sec    0   14.1 KBytes       
1663196664.155425 [  4]   3.80-3.90   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155449 [  4]   3.90-4.00   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155473 [  4]   4.00-4.10   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663196664.155497 [  4]   4.10-4.20   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155520 [  4]   4.20-4.30   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
1663196664.155543 [  4]   4.30-4.40   sec  61.4 KBytes  5.02 Mbits/sec    0   14.1 KBytes       
1663196664.155568 [  4]   4.40-4.50   sec  0.00 Bytes  0.00 Mbits/sec    0   14.1 KBytes       
